~	rt	0.001374885426214482
@	er	0.0004316857327865314
~	:	0.00045829514207149406
O	i	0.00040766408479412964
V	ee	0.0006427767957576731
O	u	0.00040766408479412964
^	on	0.006001655629139073
,	..	0.0017531556802244039
$	31	0.0004873294346978557
R	ht	0.0013126230584117262
A	ck	0.001506672406371072
V	am	0.00048208259681825486
A	re	0.001506672406371072
,	.	0.0003506311360448808
!	ha	0.0021062485373274046
,	!!	0.0015778401122019635
V	nt	0.0025711071830306926
V	re	0.0017676361883336013
P	if	0.0005773672055427252
O	he	0.0008153281695882593
V	es	0.00658846215651615
V	ll	0.0016069419893941829
V	be	0.0003213883978788366
P	ke	0.00038491147036181676
V	ut	0.0011248593925759281
T	up	0.0005042864346949068
N	er	0.010188742274929012
&	nd	0.0007302823758519961
V	go	0.00048208259681825486
V	do	0.0003213883978788366
D	ur	0.0008200082000820008
N	rk	0.0011691999331885753
!	he	0.0007020828457758015
R	en	0.0017501640778823015
P	in	0.00038491147036181676
N	le	0.0031735426757975613
V	ng	0.02169371685682147
N	on	0.009353599465508603
N	ic	0.0013362284950726574
N	ay	0.0021713713044930684
O	ey	0.0006114961271911944
V	as	0.0008034709946970914
A	ed	0.006887645286267757
$	2	0.0004873294346978557
R	re	0.001968934587617589
P	at	0.0005773672055427252
$	30	0.0021929824561403508
N	am	0.002004342742608986
,	,	0.0003506311360448808
&	ut	0.0004868549172346641
V	ot	0.00048208259681825486
,	!	0.0003506311360448808
D	at	0.001025010250102501
,	?	0.0003506311360448808
^	ew	0.0010347682119205299
^	ty	0.0016556291390728477
P	to	0.0005773672055427252
^	or	0.0010347682119205299
^	ky	0.0006208609271523179
P	or	0.0005773672055427252
D	a	0.0004100041000410004
$	29	0.0004873294346978557
N	rd	0.0015032570569567397
N	in	0.0033405712376816435
^	gh	0.0004139072847682119
P	on	0.0005773672055427252
D	he	0.0004100041000410004
N	ne	0.0025054284282612325
#	#	0.0004966476285075739
$	#	0.0004873294346978557
,	:	0.0003506311360448808
V	ak	0.00048208259681825486
R	ow	0.0006563115292058631
,	(	0.0003506311360448808
A	xe	0.00043047783039173483
N	vd	0.00033405712376816435
,	):	0.0003506311360448808
,	)	0.0003506311360448808
^	ft	0.0012417218543046358
G	|	0.0004976362279173924
N	at	0.0008351428094204109
N	io	0.0005010856856522465
~	..	0.0009165902841429881
U	tp	0.0004860267314702309
L	ts	0.0014570179698882952
N	#	0.00033405712376816435
!	oh	0.0007020828457758015
D	se	0.0006150061500615006
N	ce	0.006013028227826959
V	bs	0.0003213883978788366
P	om	0.00038491147036181676
R	ke	0.0004375410194705754
V	ys	0.0008034709946970914
O	it	0.0006114961271911944
P	ut	0.000962278675904542
V	't	0.0019283303872730194
V	sk	0.0003213883978788366
&	or	0.0004868549172346641
R	hy	0.0004375410194705754
R	st	0.0015313935681470138
V	ow	0.0011248593925759281
!	ol	0.001404165691551603
V	ld	0.0012855535915153463
O	ou	0.00040766408479412964
L	's	0.003399708596406022
R	ot	0.0004375410194705754
D	my	0.0004100041000410004
^	en	0.0028973509933774835
N	me	0.0021713713044930684
E	33	0.0004976362279173924
E	_-	0.001244090569793481
!	of	0.000468055230517201
A	od	0.00043047783039173483
A	us	0.0034438226431338786
!	oo	0.0035104142288790077
^	be	0.0008278145695364238
N	an	0.0011691999331885753
V	et	0.0016069419893941829
O	me	0.00040766408479412964
V	#	0.0003213883978788366
X	re	0.0005158627805003869
D	no	0.0004100041000410004
N	es	0.01236011357942208
^	us	0.0012417218543046358
N	rs	0.006681142475363287
V	ve	0.0022497187851518562
N	ts	0.007516285284783698
V	te	0.0022497187851518562
V	is	0.00048208259681825486
A	me	0.0008609556607834697
L	td	0.0007285089849441476
O	is	0.00040766408479412964
A	om	0.0006457167455876022
N	ck	0.0021713713044930684
^	dj	0.0004139072847682119
!	no	0.000468055230517201
!	ah	0.001404165691551603
O	yo	0.00040766408479412964
N	to	0.0006681142475363287
,	-	0.0003506311360448808
$	20	0.0007309941520467836
P	ia	0.00038491147036181676
$	25	0.0007309941520467836
N	r-	0.00033405712376816435
V	ty	0.0003213883978788366
P	th	0.0005773672055427252
Z	's	0.007188703465982028
N	e-	0.00033405712376816435
