~	@	0.4730435815223845
@	~	0.24282540748585746
~	O	0.05543680481336342
O	V	0.6044439776177836
V	O	0.12351010464162146
O	^	0.009558275881824953
^	,	0.2589338922795553
,	$	0.018431007012561916
$	R	0.022643044382174817
R	A	0.1668536017721448
@	O	0.09042182212693411
V	A	0.05160599934017409
A	,	0.15244010873154995
@	!	0.1291684963707282
!	,	0.32590643557186305
,	O	0.07533355733067426
V	V	0.15565546936462146
V	P	0.16326884522006885
P	O	0.12820682846322737
P	V	0.15325729779113803
V	T	0.03426442100276619
T	N	0.07467835166884206
N	&	0.03477488652702208
&	V	0.208657626574661
V	D	0.1560784346899241
D	N	0.5847477581775014
N	,	0.297900632441525
,	!	0.06015954391251098
!	R	0.02174962583884517
R	O	0.07712475114264083
P	N	0.1237861574053608
V	N	0.0626030977980425
N	V	0.1108934058808604
N	N	0.13861558268256696
A	P	0.1194141706678861
V	R	0.06979350832818725
R	P	0.11357709671087683
P	$	0.03463595773838469
$	N	0.29381722859983733
,	&	0.027643800873589627
$	,	0.22602368254542168
,	R	0.0439016723930503
D	P	0.012764162235347213
P	,	0.02653139413229595
^	^	0.24454924686106486
^	V	0.12741713416764278
P	^	0.13925850610789384
^	P	0.06268622978443582
P	D	0.243881054477403
D	$	0.01374526617349842
,	^	0.06124340201380835
#	#	0.29721859027695235
#	$	0.011945798169499583
,	V	0.10351386796440609
R	,	0.15143145557019883
,	A	0.030895375177481765
A	N	0.46872697711048444
,	N	0.06449497631770049
,	G	0.017347148911264536
G	N	0.06870086110071134
N	~	0.0051732401116404945
~	U	0.07522859517871987
L	N	0.03860988968602947
,	P	0.030895375177481765
D	D	0.008839746482742382
D	V	0.02846182524576654
,	D	0.03523080758267128
N	P	0.19734900810991135
R	V	0.25377842581947674
O	P	0.04584343906957202
R	&	0.008426099879426857
&	R	0.06423012115862956
R	R	0.08693884418024282
V	!	0.004233882906279343
O	,	0.09740656570479156
,	L	0.04281781429175293
L	R	0.19675229499344288
R	D	0.04207441886549085
D	^	0.08830916547299021
^	N	0.11508743809465097
!	E	0.028991454642012263
@	E	0.009053806214966549
E	!	0.04906284454244763
@	A	0.021969364296231243
N	A	0.014100720776596843
!	P	0.031405397576401296
O	D	0.021971621182896323
L	V	0.3548947003008563
!	O	0.09175397093612707
V	,	0.07825281483423988
~	~	0.03366583541147133
~	#	0.021790761192257452
#	~	0.029775347676215383
~	X	0.005957328899972292
X	V	0.4934282584884994
P	R	0.017690052016562784
D	~	0.0029531228538351353
V	^	0.0329955250268583
O	~	0.00573878501995684
,	U	0.05257253720342933
$	P	0.16274970622796708
P	U	0.0014809248043853055
U	$	0.007843596347459611
P	Z	0.008111931391185183
Z	N	0.41395477109762824
~	A	0.01783240311918616
V	Z	0.0029649869303714476
P	G	0.00663837437189632
G	V	0.06870086110071134
~	P	0.015853224082650517
N	O	0.02490767105522821
N	U	0.016919925197109373
U	~	0.04296417700772653
~	,	0.03168665637493568
G	,	0.10614002246349684
N	@	0.009402046742409291
D	A	0.18347624747365734
!	!	0.08451214213295997
!	A	0.01933568290445614
A	A	0.0317684119604705
A	!	0.011444757767446587
!	V	0.041061169313957424
O	R	0.08308347497278613
P	@	0.02653139413229595
@	,	0.05167514788314003
~	V	0.04158255155761391
N	D	0.011281516356084313
N	G	0.012691118566340578
G	@	0.03126169973792587
@	P	0.02584403172061065
T	R	0.06535521163527876
N	E	0.01363085337317809
G	^	0.07494072132784226
^	U	0.02055976820171383
^	!	0.009257546801471344
@	@	0.0994627127838194
N	!	0.011751383759503067
V	$	0.01100132811112145
,	~	0.023308368468400117
N	R	0.03430501912360332
R	U	0.004220060006168858
U	,	0.039061890267696874
V	@	0.00846353615930566
Z	A	0.22090457804743518
!	N	0.03623328344517936
T	,	0.21452545217229163
,	,	0.02601801372164356
L	D	0.10418113091105455
D	R	0.015707474049800836
&	$	0.032135119955067
N	$	0.006112974918478005
@	V	0.07750626404566942
V	L	0.008886501484608293
L	T	0.011609966828666203
&	L	0.056206370857738906
T	V	0.05603207160171545
O	N	0.020061875751962267
&	N	0.16853887507020782
,	#	0.022224510367102737
~	$	0.007936507936507936
$	&	0.009084335171291692
L	A	0.1543238447890149
@	L	0.031010254953116528
^	Z	0.010285021474220661
Z	,	0.08301158301158301
^	R	0.018504818856215195
